Ticket ID,Priority,Status,Subject,Description,Address,Raised At,Closed At,order_id
1P1759,P1,CLOSED,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Lucknow,2026-01-20 01:29:34.160042+00:00,2026-01-20 05:29:34.160042+00:00,ORD140259
1P1760,P1,CLOSED,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Hyderabad,2025-12-31 19:18:34.160042+00:00,2026-01-01 19:18:34.160042+00:00,ORD146520
2P1761,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2026-01-06 22:09:34.160042+00:00,2026-01-07 02:09:34.160042+00:00,ORD364575
3P1762,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Hyderabad,2026-01-21 01:57:34.160042+00:00,,ORD936386
3P1763,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Pune,2025-12-24 10:49:34.160042+00:00,2025-12-24 18:49:34.160042+00:00,ORD486154
1P1764,P1,OPEN,Warehouse inventory mismatch – critical SKU,"Physical stock of emergency item XYZ789 is 0, but system shows 450 units.",Surat,2026-01-02 15:47:34.160042+00:00,,ORD950686
3P1765,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2026-02-15 09:38:34.160042+00:00,,ORD380943
3P1766,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Kolkata,2026-01-22 23:09:34.160042+00:00,2026-01-22 23:39:34.160042+00:00,ORD295777
3P1767,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Bhopal,2026-02-15 18:39:34.160042+00:00,2026-02-15 20:39:34.160042+00:00,ORD815355
1P1768,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Patna,2025-12-27 17:45:34.160042+00:00,2025-12-27 18:15:34.160042+00:00,ORD102227
2P1769,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Kolkata,2026-01-14 06:45:34.160042+00:00,,ORD285047
3P1770,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Mumbai,2025-12-21 07:48:34.160042+00:00,,ORD988236
2P1771,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Bangalore,2025-12-03 01:15:34.160042+00:00,,ORD542962
3P1772,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Bhopal,2026-01-01 06:08:34.160042+00:00,2026-01-01 07:08:34.160042+00:00,ORD144608
3P1773,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Patna,2026-02-15 08:38:34.160042+00:00,,ORD985682
3P1774,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Mumbai,2025-12-16 17:30:34.160042+00:00,,ORD909076
1P1775,P1,CLOSED,Vendor dispatch system outage,Primary vendor's dispatch system crashed — no shipments processed in last 48 hours.,Hyderabad,2025-12-06 22:55:34.160042+00:00,2025-12-07 00:55:34.160042+00:00,ORD100891
2P1776,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Bhopal,2025-12-02 06:53:34.160042+00:00,,ORD884967
2P1777,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Jaipur,2026-01-01 01:49:34.160042+00:00,2026-01-02 01:49:34.160042+00:00,ORD587546
3P1778,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2026-01-12 06:29:34.160042+00:00,2026-01-12 07:29:34.160042+00:00,ORD368968
2P1779,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Delhi,2026-01-02 00:30:34.160042+00:00,,ORD491808
1P1780,P1,CLOSED,Bulk shipment stuck at customs,"Container with 12,000 units delayed at Nhava Sheva port due to documentation mismatch.",Patna,2026-02-16 10:49:34.160042+00:00,2026-02-16 14:49:34.160042+00:00,ORD293351
3P1781,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Patna,2025-12-17 05:50:34.160042+00:00,2025-12-17 13:50:34.160042+00:00,ORD943697
1P1782,P1,CLOSED,Warehouse inventory mismatch – critical SKU,"Physical stock of emergency item XYZ789 is 0, but system shows 450 units.",Pune,2026-02-08 09:42:34.160042+00:00,2026-02-08 10:42:34.160042+00:00,ORD916771
2P1783,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2025-12-10 16:34:34.160042+00:00,2025-12-10 18:34:34.160042+00:00,ORD492999
3P1784,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Chennai,2026-01-20 17:53:34.160042+00:00,2026-01-21 17:53:34.160042+00:00,ORD605134
3P1785,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2026-01-13 14:57:34.160042+00:00,,ORD161764
2P1786,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Mumbai,2026-01-30 02:55:34.160042+00:00,2026-01-30 03:55:34.160042+00:00,ORD345099
3P1787,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Surat,2026-01-24 22:15:34.160042+00:00,2026-01-25 00:15:34.160042+00:00,ORD529379
3P1788,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-12-09 02:36:34.160042+00:00,,ORD393891
3P1789,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Delhi,2025-12-29 05:01:34.160042+00:00,,ORD461746
3P1790,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Pune,2026-01-27 02:41:34.160042+00:00,2026-01-27 03:41:34.160042+00:00,ORD246663
2P1791,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Patna,2026-01-09 08:35:34.160042+00:00,2026-01-10 08:35:34.160042+00:00,ORD288377
2P1792,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Hyderabad,2026-02-15 01:20:34.160042+00:00,,ORD369550
3P1793,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Chennai,2026-02-14 18:40:34.160042+00:00,,ORD446099
3P1794,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Kolkata,2025-12-13 05:54:34.160042+00:00,2025-12-13 07:54:34.160042+00:00,ORD649028
2P1795,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Hyderabad,2026-01-30 17:54:34.160042+00:00,,ORD385678
2P1796,P2,CLOSED,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Chandigarh,2026-02-14 22:15:34.160042+00:00,2026-02-14 23:15:34.160042+00:00,ORD633806
3P1797,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2026-01-14 11:24:34.160042+00:00,2026-01-14 13:24:34.160042+00:00,ORD268281
3P1798,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Mumbai,2025-12-03 11:50:34.160042+00:00,2025-12-03 12:50:34.160042+00:00,ORD232588
2P1799,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Bangalore,2026-01-30 05:54:34.160042+00:00,2026-02-02 05:54:34.160042+00:00,ORD553177
3P1800,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Jaipur,2026-01-28 06:22:34.160042+00:00,,ORD783987
2P1801,P2,CLOSED,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Delhi,2026-02-18 17:41:34.160042+00:00,2026-02-19 01:41:34.160042+00:00,ORD732332
3P1802,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2025-12-12 09:10:34.160042+00:00,2025-12-17 09:10:34.160042+00:00,ORD504902
2P1803,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Bangalore,2026-01-06 18:37:34.160042+00:00,,ORD313520
2P1804,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2026-01-05 13:44:34.160042+00:00,2026-01-05 14:44:34.160042+00:00,ORD856304
1P1805,P1,OPEN,Vendor dispatch system outage,Primary vendor's dispatch system crashed — no shipments processed in last 48 hours.,Delhi,2026-01-22 08:34:34.160042+00:00,,ORD304368
3P1806,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Jaipur,2025-12-05 08:21:34.160042+00:00,2025-12-05 08:51:34.160042+00:00,ORD545168
2P1807,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Hyderabad,2025-12-10 21:04:34.160042+00:00,,ORD109183
3P1808,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Delhi,2025-11-27 03:59:34.160042+00:00,2025-11-30 03:59:34.160042+00:00,ORD618246
1P1809,P1,OPEN,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Indore,2025-12-17 14:01:34.160042+00:00,,ORD311010
1P1810,P1,OPEN,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Delhi,2026-01-17 21:04:34.160042+00:00,,ORD215041
3P1811,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Delhi,2025-12-10 04:24:34.160042+00:00,2025-12-10 05:24:34.160042+00:00,ORD134343
2P1812,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Hyderabad,2025-11-26 07:58:34.160042+00:00,,ORD536715
3P1813,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Pune,2026-01-21 01:26:34.160042+00:00,,ORD442961
3P1814,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Kolkata,2026-01-24 13:42:34.160042+00:00,2026-01-27 13:42:34.160042+00:00,ORD546056
2P1815,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Jaipur,2026-02-05 07:10:34.160042+00:00,2026-02-05 08:10:34.160042+00:00,ORD939566
3P1816,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Chennai,2026-01-27 06:41:34.160042+00:00,2026-01-27 08:41:34.160042+00:00,ORD888613
2P1817,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Bangalore,2025-12-07 01:22:34.160042+00:00,,ORD865781
2P1818,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2025-12-31 02:01:34.160042+00:00,2025-12-31 02:31:34.160042+00:00,ORD708510
3P1819,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Chandigarh,2026-01-04 17:46:34.160042+00:00,2026-01-05 01:46:34.160042+00:00,ORD356769
3P1820,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Bangalore,2026-02-09 10:51:34.160042+00:00,,ORD177103
2P1821,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2025-11-24 15:47:34.160042+00:00,2025-11-26 15:47:34.160042+00:00,ORD301804
3P1822,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Lucknow,2026-01-29 10:15:34.160042+00:00,,ORD624770
3P1823,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2026-01-28 15:23:34.160042+00:00,2026-01-28 17:23:34.160042+00:00,ORD906637
2P1824,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2026-02-03 01:03:34.160042+00:00,,ORD792946
1P1825,P1,OPEN,Bulk shipment stuck at customs,"Container with 12,000 units delayed at Nhava Sheva port due to documentation mismatch.",Delhi,2026-01-14 15:10:34.160042+00:00,,ORD682486
2P1826,P2,CLOSED,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Bhopal,2025-11-29 11:10:34.160042+00:00,2025-11-29 11:40:34.160042+00:00,ORD147136
3P1827,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2026-01-12 15:04:34.160042+00:00,2026-01-17 15:04:34.160042+00:00,ORD193578
3P1828,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Bangalore,2026-01-06 23:15:34.160042+00:00,2026-01-07 23:15:34.160042+00:00,ORD535838
3P1829,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Lucknow,2026-02-12 02:50:34.160042+00:00,,ORD450979
3P1830,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2026-01-01 08:05:34.160042+00:00,,ORD593689
3P1831,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2026-01-02 23:10:34.160042+00:00,2026-01-03 01:10:34.160042+00:00,ORD388601
3P1832,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Indore,2025-12-05 16:51:34.160042+00:00,2025-12-05 17:51:34.160042+00:00,ORD798783
1P1833,P1,OPEN,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Hyderabad,2025-12-26 15:34:34.160042+00:00,,ORD525189
3P1834,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-12-15 16:08:34.160042+00:00,2025-12-15 20:08:34.160042+00:00,ORD576575
3P1835,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Jaipur,2025-12-15 12:50:34.160042+00:00,2025-12-15 13:50:34.160042+00:00,ORD340995
3P1836,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Bhopal,2026-02-01 12:38:34.160042+00:00,,ORD831092
1P1837,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Hyderabad,2026-01-09 12:41:34.160042+00:00,2026-01-09 13:41:34.160042+00:00,ORD361806
1P1838,P1,OPEN,Vendor dispatch system outage,Primary vendor's dispatch system crashed — no shipments processed in last 48 hours.,Hyderabad,2025-12-11 13:01:34.160042+00:00,,ORD699061
3P1839,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Kolkata,2025-12-07 06:27:34.160042+00:00,,ORD127515
3P1840,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Delhi,2026-02-15 08:50:34.160042+00:00,2026-02-15 09:50:34.160042+00:00,ORD859529
3P1841,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2025-12-13 10:17:34.160042+00:00,2025-12-13 11:17:34.160042+00:00,ORD864501
3P1842,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Chandigarh,2026-01-11 02:04:34.160042+00:00,,ORD437337
2P1843,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Bhopal,2026-01-20 15:21:34.160042+00:00,2026-01-20 15:51:34.160042+00:00,ORD979711
2P1844,P2,CLOSED,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Bhopal,2025-12-22 21:18:34.160042+00:00,2025-12-22 21:48:34.160042+00:00,ORD693013
3P1845,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Delhi,2025-12-06 08:00:34.160042+00:00,,ORD492911
2P1846,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Pune,2025-11-28 23:20:34.160042+00:00,,ORD134370
2P1847,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2026-01-07 06:55:34.160042+00:00,2026-01-07 08:55:34.160042+00:00,ORD815437
3P1848,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-12-23 00:16:34.160042+00:00,2025-12-23 00:46:34.160042+00:00,ORD141267
2P1849,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2026-01-26 11:14:34.160042+00:00,,ORD360167
3P1850,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Surat,2026-01-30 09:38:34.160042+00:00,2026-01-30 13:38:34.160042+00:00,ORD706380
3P1851,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-12 16:26:34.160042+00:00,2025-12-14 16:26:34.160042+00:00,ORD859357
2P1852,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Hyderabad,2025-12-28 13:34:34.160042+00:00,,ORD567564
2P1853,P2,CLOSED,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Kolkata,2025-12-20 07:05:34.160042+00:00,2025-12-20 15:05:34.160042+00:00,ORD539529
2P1854,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Hyderabad,2026-02-18 12:51:34.160042+00:00,,ORD334715
3P1855,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2025-12-24 22:20:34.160042+00:00,,ORD284350
1P1856,P1,CLOSED,Bulk shipment stuck at customs,"Container with 12,000 units delayed at Nhava Sheva port due to documentation mismatch.",Lucknow,2025-12-07 08:52:34.160042+00:00,2025-12-10 08:52:34.160042+00:00,ORD677135
3P1857,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Patna,2025-11-24 05:03:34.160042+00:00,,ORD991498
3P1858,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Jaipur,2025-12-22 16:17:34.160042+00:00,,ORD137575
3P1859,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-06 16:25:34.160042+00:00,,ORD338990
3P1860,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Bhopal,2026-02-14 22:11:34.160042+00:00,,ORD290200
1P1861,P1,OPEN,Vendor dispatch system outage,Primary vendor's dispatch system crashed — no shipments processed in last 48 hours.,Chennai,2026-01-18 18:34:34.160042+00:00,,ORD391622
2P1862,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Ahmedabad,2026-01-24 21:08:34.160042+00:00,2026-01-24 22:08:34.160042+00:00,ORD781354
2P1863,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Indore,2025-11-29 22:08:34.160042+00:00,,ORD830265
3P1864,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2026-01-15 09:30:34.160042+00:00,,ORD317234
2P1865,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2026-02-18 23:52:34.160042+00:00,,ORD706534
3P1866,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Bhopal,2025-12-21 06:23:34.160042+00:00,,ORD700563
2P1867,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Chennai,2026-01-01 02:21:34.160042+00:00,,ORD176093
3P1868,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Hyderabad,2026-01-21 09:18:34.160042+00:00,,ORD421203
2P1869,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Pune,2025-12-22 01:02:34.160042+00:00,,ORD103582
3P1870,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Jaipur,2025-12-06 14:39:34.160042+00:00,,ORD381109
1P1871,P1,OPEN,Warehouse inventory mismatch – critical SKU,"Physical stock of emergency item XYZ789 is 0, but system shows 450 units.",Hyderabad,2025-12-22 15:54:34.160042+00:00,,ORD905114
2P1872,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Hyderabad,2026-01-12 03:03:34.160042+00:00,,ORD380233
3P1873,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Kolkata,2026-02-19 03:32:34.160042+00:00,2026-02-19 05:32:34.160042+00:00,ORD508124
3P1874,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Chennai,2025-12-25 14:24:34.160042+00:00,2025-12-25 16:24:34.160042+00:00,ORD927703
3P1875,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2025-12-30 13:12:34.160042+00:00,,ORD300154
3P1876,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2026-02-15 19:35:34.160042+00:00,2026-02-16 03:35:34.160042+00:00,ORD679655
2P1877,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Hyderabad,2026-01-11 09:52:34.160042+00:00,,ORD841414
3P1878,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Patna,2025-12-28 18:21:34.160042+00:00,,ORD911626
1P1879,P1,OPEN,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Lucknow,2026-02-07 12:34:34.160042+00:00,,ORD490642
3P1880,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Chennai,2025-12-15 21:49:34.160042+00:00,,ORD371696
1P1881,P1,CLOSED,Warehouse inventory mismatch – critical SKU,"Physical stock of emergency item XYZ789 is 0, but system shows 450 units.",Hyderabad,2025-12-18 08:02:34.160042+00:00,2025-12-18 12:02:34.160042+00:00,ORD294825
2P1882,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Hyderabad,2026-01-20 02:11:34.160042+00:00,,ORD741242
2P1883,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Bhopal,2026-01-04 08:06:34.160042+00:00,2026-01-04 09:06:34.160042+00:00,ORD748221
3P1884,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Surat,2026-01-30 20:43:34.160042+00:00,2026-01-31 04:43:34.160042+00:00,ORD292752
2P1885,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Mumbai,2025-12-26 15:09:34.160042+00:00,,ORD476879
2P1886,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Surat,2025-12-14 06:33:34.160042+00:00,2025-12-15 06:33:34.160042+00:00,ORD358365
2P1887,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2026-01-28 06:38:34.160042+00:00,,ORD608593
1P1888,P1,CLOSED,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Hyderabad,2026-01-30 23:08:34.160042+00:00,2026-01-31 23:08:34.160042+00:00,ORD892025
3P1889,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Mumbai,2026-02-12 23:45:34.160042+00:00,2026-02-13 01:45:34.160042+00:00,ORD755264
3P1890,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Jaipur,2025-12-09 05:51:34.160042+00:00,,ORD711439
3P1891,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Delhi,2025-12-14 20:16:34.160042+00:00,,ORD806341
3P1892,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Jaipur,2025-12-13 21:08:34.160042+00:00,2025-12-13 21:38:34.160042+00:00,ORD846739
2P1893,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Kolkata,2026-01-13 15:37:34.160042+00:00,,ORD726299
2P1894,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2025-12-20 04:13:34.160042+00:00,2025-12-20 06:13:34.160042+00:00,ORD443694
3P1895,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Surat,2026-02-19 02:41:34.160042+00:00,2026-02-19 04:41:34.160042+00:00,ORD877840
1P1896,P1,CLOSED,Bulk shipment stuck at customs,"Container with 12,000 units delayed at Nhava Sheva port due to documentation mismatch.",Hyderabad,2025-12-24 00:49:34.160042+00:00,2025-12-24 04:49:34.160042+00:00,ORD990714
